,title,abstract,intro
32,Character-level Convolutional Networks for Text Classification *,"this article offers an empirical exploration on the use of character-level convolutional networks for text classification. we constructed several largescale datasets to show that character-level convolutional networks could achieve state-of-the-art or competitive results. comparisons are offered against traditional models such as bag of words, n-grams and their tfidf variants, and deep learning models such as word-based convnets and recurrent neural networks.there are also related works that use character-level features for language processing. these include using character-level n-grams with linear classifiers , and incorporating character-level features to convnets . in particular, these convnet approaches use words as a basis, in which character-level features extracted at word or word n-gram level form a distributed representation. improvements for part-of-speech tagging and information retrieval were observed.introduction","text classification is a classic topic for natural language processing, in which one needs to assign predefined categories to free-text documents. the range of text classification research goes from designing the best features to choosing the best possible machine learning classifiers. to date, almost all techniques of text classification are based on words, in which simple statistics of some ordered word combinations usually perform the best.on the other hand, many researchers have found convolutional networks are useful in extracting information from raw signals, ranging from computer vision applications to speech recognition and others. in particular, time-delay networks used in the early days of deep learning research are essentially convolutional networks that model sequential data.in this article we explore treating text as a kind of raw signal at character level, and applying temporal convnets to it. for this article we only used a classification task as away to exemplify convnets' ability to understand texts. historically we know that convnets usually require large-scale datasets to work, therefore we also build several of them. an extensive set of comparisons is offered with traditional models and other deep learning models.applying convolutional networks to text classification or natural language processing at large was explored in literature. it has been shown that convnets can be directly applied to distributed or discrete embedding of words, without any knowledge on the syntactic or semantic structures of a language. these approaches have been proven to be competitive to traditional models. from previous research that convnets do not require the knowledge about the syntactic or semantic structure of a language. this simplification of engineering could be crucial fora single system that can work for different languages, since characters always constitute a necessary construct regardless of whether segmentation into words is possible. working on only characters also has the advantage that abnormal character combinations such as misspellings and emoticons maybe naturally learnt."
33,Supervised and Semi-Supervised Text Categorization using LSTM for Region Embeddings,"one-hot cnn has been shown to be effective for text categorization . we view it as a special case of a general framework which jointly trains a linear model with a non-linear feature generator consisting of 'text region embedding + pooling'. under this framework, we explore a more sophisticated region embedding method using long short-term memory . lstm can embed text regions of variable sizes, whereas the region size needs to be fixed in a cnn. we seek effective and efficient use of lstm for this purpose in the supervised and semi-supervised settings. the best results were obtained by combining region embeddings in the form of lstm and convolution layers trained on unlabeled data. the results indicate that on this task, embeddings of text regions, which can convey complex concepts, are more useful than embeddings of single words in isolation. we report performances exceeding the previous best results on four benchmark datasets.introduction","text categorization is the task of assigning labels to documents written in a natural language, and it has numerous real-world applications including sentiment analysis as well as traditional topic assignment tasks. the state-of-the art methods for text categorization had long been linear predictors with either bag-ofword or bag-of-n-gram vectors as input, e.g.,. this, however, a convolutional neural network ) is a feedforward neural network with convolution layers interleaved with pooling layers, originally developed for image processing. in its convolution layer, a small region of data at every location is converted to a low-dimensional vector with information relevant to the task being preserved, which we loosely term 'embedding'. the embedding function is shared among all the locations, so that useful features can be detected irrespective of their locations. in its simplest form, onehot cnn works as follows. a document is represented as a sequence of one-hot vectors ; a convolution layer converts small regions of the document to low-dimensional vectors at every location ; a pooling layer aggregates the region embedding results to a document vector by taking componentwise maximum or average; and the top layer classifies a document vector with a linear model. the onehot cnn and its semi-supervised extension were shown to be superior to a number of previous methods.in this work, we consider a more general framework which jointly trains a feature generator and a linear model, where the feature generator consists of 'region embedding + pooling'. the specific region embedding function of one-hot cnn takes the simple form v = max ,where x is a concatenation of one-hot vectors of the words in the -th region , and the weight matrix w and the bias vector b need to be trained. it is simple and fast to compute, and considering its simplicity, the method works surprisingly well if the region size is appropriately set. however, there are also potential shortcomings. the region size must be fixed, which may not be optimal as the size of relevant regions may vary. practically, the region size cannot be very large as the number of parameters to be learned depends on it. jz15 proposed variations to alleviate these issues. for example, a bow-input variation allows x above to be a bow vector of the region. this enables a larger region, but at the expense of losing word order in the region and so its use maybe limited.in this work, we build on the general framework of 'region embedding + pooling' and explore a more sophisticated region embedding via long short-term memory , seeking to overcome the shortcomings above, in the supervised and semi-supervised settings. lstm) is a recurrent neural network. in its typical applications to text, an lstm takes words in a sequence one by one; i.e., at time t, it takes as input the t-th word and the output from time t ? 1. therefore, the output from each time step can be regarded as the embedding of the sequence of words that have been seen so far . it is designed to enable learning of dependencies over larger time lags than feasible with traditional recurrent networks. that is, an lstm can be used to embed text regions of variable sizes.we pursue the best use of lstm for our purpose, and then compare the resulting model with the previous best methods including one-hot cnn and previous lstm. our strategy is to simplify the model as much as possible, including elimination of a word embedding layer routinely used to produce input to lstm. our findings are threefold. first, in the supervised setting, our simplification strategy leads to higher accuracy and faster training than previous lstm. second, accuracy can be further improved by training lstms on unlabeled data for learning useful region embeddings and using them to produce additional input. third, both our lstm models and one-hot cnn strongly outperform other methods including previous lstm. the best results are obtained by combining the two types of region embeddings trained on unlabeled data, indicating that their strengths are complementary. overall, our results show that for text categorization, embeddings of text regions, which can convey higher-level concepts than single words in isolation, are useful, and that useful region embeddings can be learned without going through word embedding learning. we report performances exceeding the previous best results on four benchmark datasets. our code and experimental details are available at link download.html."
34,Bag of Tricks for Efficient Text Classification,"this paper explores a simple and efficient baseline for text classification.our experiments show that our fast text classifier fasttext is often on par with deep learning classifiers in terms of accuracy, and many orders of magnitude faster for training and evaluation. we can train fasttext on more than one billion words in less than ten minutes using a standard multicore cpu, and classify half a million sentences among 312k classes in less than a minute.introduction","text classification is an important task in natural language processing with many applications, such as web search, information retrieval, ranking and document classification.recently, models based on neural networks have become increasingly popular. while these models achieve very good performance in practice, they tend to be relatively slow both at train and test time, limiting their use on very large datasets.meanwhile, linear classifiers are often considered as strong baselines for text classification problems. despite their simplicity, they often obtain stateof-the-art performances if the right features are used.they also have the potential to scale to very large corpus.in this work, we explore ways to scale these baselines to very large corpus with a large output space, in the context of text classification. inspired by the recent work in efficient word representation learning, we show that linear models with a rank constraint and a fast loss approximation can train on a billion words within ten minutes, while achieving performance on par with the state-of-the-art. we evaluate the quality of our approach fasttext 1 on two different tasks, namely tag prediction and sentiment analysis."
35,On the Role of Text Preprocessing in Neural Network Architectures: An Evaluation Study on Text Categorization and Sentiment Analysis,"text preprocessing is often the first step in the pipeline of a natural language processing system, with potential impact in its final performance. despite its importance, text preprocessing has not received much attention in the deep learning literature. in this paper we investigate the impact of simple text preprocessing decisions on the performance of a standard neural text classifier. we perform an extensive evaluation on standard benchmarks from text categorization and sentiment analysis. while our experiments show that a simple tokenization of input text is generally adequate, they also highlight significant degrees of variability across preprocessing techniques. this reveals the importance of paying attention to this usually-overlooked step in the pipeline, particularly when comparing different models. finally, our evaluation provides insights into the best preprocessing practices for training word embeddings.introduction","words are often considered as the basic constituents of texts for many languages, including english. the first module in an nlp pipeline is a tokenizer which transforms texts to sequences of words.however, in practise, other preprocessing techniques can be further used together with tokenization. these include lemmatization, lowercasing and 1 note that although word-based models are mainstream in nlp in general and text classification in particular, recent work has also considered other linguistic units, such as characters or word senses. these techniques require a different kind of preprocessing and, while they have been shown effective in various settings, in this work we only focus on the mainstream word-based models. multiword grouping, among others. although these preprocessing decisions have been studied in the context of conventional text classification techniques, little attention has been paid to them in the more recent neural-based models. the most similar study to ours is, which analyzed different encoding levels for english and asian languages such as chinese, japanese and korean. as opposed to our work, their analysis was focused on utf-8 bytes, characters, words, romanized characters and romanized words as encoding levels, rather than the preprocessing techniques analyzed in this paper.additionally, word embeddings have been shown to play an important role in boosting the generalization capabilities of neural systems. however, while some studies have focused on intrinsically analyzing the role of lemmatization in their underlying training corpus, the impact on their extrinsic performance when integrated into a neural network architecture has remained understudied. in this paper we focus on the role of preprocessing the input text, particularly in how it is split into individual tokens and how it affects the performance of standard neural text classification models based on. cnns have proven to be effective in a wide range of nlp applications, in-cluding text classification tasks such as topic categorization and polarity detection, which are the tasks considered in this work. the goal of our evaluation study is to find answers to the following two questions:1. are neural network architectures affected by seemingly small preprocessing decisions in the input text?2. does the preprocessing of the embeddings' underlying training corpus have an impact on the final performance of a state-of-the-art neural network text classifier?according to our experiments in topic categorization and polarity detection, these decisions are important in certain cases. moreover, we shed some light on the motivations of each preprocessing decision and provide some hints on how to normalize the input corpus to better suit each setting.the accompanying materials of this submission can be downloaded at the following repository: github.com/pedrada88/preproc-textclassification."
36,Learning Context-Sensitive Convolutional Filters for Text Processing,"convolutional neural networks have recently emerged as a popular building block for natural language processing . despite their success, most existing cnn models employed in nlp share the same learned set of filters for all input sentences. in this paper, we consider an approach of using a small meta network to learn contextsensitive convolutional filters for text processing. the role of meta network is to abstract the contextual information of a sentence or document into a set of input-aware filters. we further generalize this framework to model sentence pairs, where a bidirectional filter generation mechanism is introduced to encapsulate co-dependent sentence representations. in our benchmarks on four different tasks, including ontology classification, sentiment analysis, answer sentence selection, and paraphrase identification, our proposed model, a modified cnn with context-sensitive filters, consistently outperforms the standard cnn and attention-based cnn baselines. by visualizing the learned context-sensitive filters, we further validate and rationalize the effectiveness of proposed framework.introduction","in the last few years, convolutional neural networks have demonstrated remarkable progress in various natural language processing applications, including sentence/document classification, text sequence matching, generic text representations, language modeling , machine translation and abstractive sentence summarization. cnns are typically applied to tasks where feature extrac-tion and a corresponding supervised task are approached jointly. as an encoder network for text, cnns typically convolve a set of filters, of window size n, with an inputsentence embedding matrix obtained via word2vec or glove. different filter sizes n maybe used within the same model, exploiting meaningful semantic features from different n-gram fragments.the learned weights of cnn filters, inmost cases, are assumed to be fixed regardless of the input text. as a result, the rich contextual information inherent in natural language sequences may not be fully captured. as demonstrated in, the context of a word tends to greatly influence its contribution to the final supervised tasks. this observation is consistent with the following intuition: when reading different types of documents, e.g., academic papers or newspaper articles, people tend to adopt distinct strategies for better and more effective understanding, leveraging the fact that the same words or phrases may have different meaning or imply different things, depending on context.several research efforts have sought to incorporate contextual information into cnns to adaptively extract text representations. one common strategy is the attention mechanism, which is typically employed on top of a cnn ) layer to guide the extraction of semantic features. for the embedding of a single sentence, proposed a selfattentive model that attends to different parts of a sentence and combines them into multiple vector representations. however, their model needs considerably more parameters to achieve performance gains over traditional cnns. to match sentence pairs, introduced an attentionbased cnn model, which re-weights the convolution inputs or outputs, to extract interdepen-dent sentence representations.; explore a compare and aggregate framework to directly capture the wordby-word matching between two paired sentences. however, these approaches suffer from the problem of high matching complexity, since a similarity matrix between pairwise words needs to be computed, and thus it is computationally inefficient or even prohibitive when applied to long sentences.in this paper, we propose a generic approach to learn context-sensitive convolutional filters for natural language understanding. in contrast to traditional cnns, the convolution operation in our framework does not have a fixed set of filters, and thus provides the network with stronger modeling flexibility and capacity. specifically, we introduce a meta network to generate a set of contextsensitive filters, conditioned on specific input sentences; these filters are adaptively applied to either the same or different text sequences. in this manner, the learned filters vary from sentence to sentence and allow for more fine-grained feature abstraction.moreover, since the generated filters in our framework can adapt to different conditional information available , they can be naturally generalized to model sentence pairs. in this regard, we propose a novel bidirectional filter generation mechanism to allow interactions between sentence pairs while constructing context-sensitive representations.we investigate the effectiveness of our adaptive context-sensitive cnn framework on several text processing tasks: ontology classification, sentiment analysis, answer sentence selection and paraphrase identification. we show that the proposed methods consistently outperforms the standard cnn and attention-based cnn baselines. our work provides anew perspective on how to incorporate contextual information into text representations, which can be combined with more sophisticated structures to achieve even better performance in the future."
37,Universal Language Model Fine-tuning for Text Classification,"inductive transfer learning has greatly impacted computer vision, but existing approaches in nlp still require task-specific modifications and training from scratch. we propose universal language model fine-tuning , an effective transfer learning method that can be applied to any task in nlp, and introduce techniques that are key for fine-tuning a language model. our method significantly outperforms the state-of-the-art on six text classification tasks, reducing the error by 18-24% on the majority of datasets. furthermore, with only 100 labeled examples, it matches the performance of training from scratch on 100 more data. we opensource our pretrained models and code 1 .introduction","inductive transfer learning has had a large impact on computer vision . applied cv models are rarely trained from scratch, but instead are fine-tuned from models that have been pretrained on imagenet, ms-coco, and other datasets.text classification is a category of natural language processing tasks with real-world applications such as spam, fraud, and bot detection, emergency response, and commercial document classification, such as for legal discovery. 1 link equal contribution. jeremy focused on the algorithm development and implementation, sebastian focused on the experiments and writing.while deep learning models have achieved state-of-the-art on many nlp tasks, these models are trained from scratch, requiring large datasets, and days to converge. research in nlp focused mostly on transductive transfer. for inductive transfer, fine-tuning pretrained word embeddings, a simple transfer technique that only targets a model's first layer, has had a large impact in practice and is used inmost state-of-the-art models. recent approaches that concatenate embeddings derived from other tasks with the input at different layers) still train the main task model from scratch and treat pretrained embeddings as fixed parameters, limiting their usefulness.in light of the benefits of pretraining, we should be able to do better than randomly initializing the remaining parameters of our models. however, inductive transfer via finetuning has been unsuccessful for nlp. first proposed finetuning a language model but require millions of in-domain documents to achieve good performance, which severely limits its applicability.we show that not the idea of lm fine-tuning but our lack of knowledge of how to train them effectively has been hindering wider adoption. lms overfit to small datasets and suffered catastrophic forgetting when fine-tuned with a classifier. compared to cv, nlp models are typically more shallow and thus require different fine-tuning methods.we propose anew method, universal language model fine-tuning that addresses these issues and enables robust inductive transfer learning for any nlp task, akin to fine-tuning imagenet models: the same 3-layer lstm architecturewith the same hyperparameters and no additions other than tuned dropout hyperparametersoutperforms highly engineered models and trans-fer learning approaches on six widely studied text classification tasks. on imdb, with 100 labeled examples, ulmfit matches the performance of training from scratch with 10 and-given 50k unlabeled examples-with 100 more data.contributions our contributions are the following: 1) we propose universal language model fine-tuning , a method that can be used to achieve cv-like transfer learning for any task for nlp. 2) we propose discriminative fine-tuning, slanted triangular learning rates, and gradual unfreezing, novel techniques to retain previous knowledge and avoid catastrophic forgetting during fine-tuning. 3) we significantly outperform the state-of-the-art on six representative text classification datasets, with an error reduction of 18-24% on the majority of datasets. 4) we show that our method enables extremely sample-efficient transfer learning and perform an extensive ablation analysis. 5) we make the pretrained models and our code available to enable wider adoption."
38,Universal Sentence Encoder,"we present models for encoding sentences into embedding vectors that specifically target transfer learning to other nlp tasks. the models are efficient and result in accurate performance on diverse transfer tasks. two variants of the encoding models allow for trade-offs between accuracy and compute resources. for both variants, we investigate and report the relationship between model complexity, resource consumption, the availability of transfer task training data, and task performance. comparisons are made with baselines that use word level transfer learning via pretrained word embeddings as well as baselines do not use any transfer learning. we find that transfer learning using sentence embeddings tends to outperform word level transfer. with transfer learning via sentence embeddings, we observe surprisingly good performance with minimal amounts of supervised training data fora transfer task. we obtain encouraging results on word embedding association tests targeted at detecting model bias. our pre-trained sentence encoding models are made freely available for download and on tf hub.introduction","limited amounts of training data are available for many nlp tasks. this presents a challenge for data hungry deep learning methods. given the high cost of annotating supervised training data, very large training sets are usually not available for most research or industry nlp tasks. many models address the problem by implicitly performing limited transfer learning through the use of pre-trained word embeddings such as those produced by word2vec or glove. however, recent work has demonstrated strong transfer task performance using pre-trained sentence level embeddings.in this paper, we present two models for producing sentence embeddings that demonstrate good transfer to a number of other of other nlp tasks. we include experiments with varying amounts of transfer task training data to illustrate the relationship between transfer task performance and training set size. we find that our sentence embeddings can be used to obtain surprisingly good task performance with remarkably little task specific training data. the sentence encoding models are made publicly available on tf hub.engineering characteristics of models used for transfer learning are an important consideration. we discuss modeling trade-offs regarding memory requirements as well as compute time on cpu and gpu. resource consumption comparisons are made for sentences of varying lengths. import tensorflow_hub as hub embed = hub.module embedding = embedlisting 1: python example code for using the universal sentence encoder."
39,Investigating Capsule Networks with Dynamic Routing for Text Classification,"in this study, we explore capsule networks with dynamic routing for text classification. we propose three strategies to stabilize the dynamic routing process to alleviate the disturbance of some noise capsules which may contain ""background"" information or have not been successfully trained. a series of experiments are conducted with capsule networks on six text classification benchmarks. capsule networks achieve competitive results over the compared baseline methods on 4 out of 6 datasets, which shows the effectiveness of capsule networks for text classification. we additionally show that capsule networks exhibit significant improvement when transfer single-label to multi-label text classification over the competitors. to the best of our knowledge, this is the first work that capsule networks have been empirically investigated for text modeling 1 . * corresponding author 1 codes are publicly available at:https: //github.com/andyweizhao/capsule_text_ classification.introduction","modeling articles or sentences computationally is a fundamental topic in natural language processing. it could be as simple as a keyword/phrase matching problem, but it could also be a nontrivial problem if compositions, hierarchies, and structures of texts are considered. for example, a news article which mentions a single phrase ""us election"" maybe categorized into the political news with high probability. but it could be very difficult fora computer to predict which presidential candidate is favored by its author, or whether the author's view in the article is more liberal or more conservative.earlier efforts in modeling texts have achieved limited success on text categorization using a simple bag-of-words classifier, implying understanding the meaning of the individual word or n-gram is a necessary step towards more sophisticated models. it is therefore not a surprise that distributed representations of words, a.k.a. word embeddings, have received great attention from nlp community addressing the question ""what"" to be modeled at the basic level. in order to model higher level concepts and facts in texts, an nlp researcher has to think cautiously the so-called ""what"" question: what is actually modeled beyond word meanings. a common approach to the question is to treat the texts as sequences and focus on their spatial patterns, whose representatives include convolutional neural networks and long shortterm memory networks . another common approach is to completely ignore the order of words but focus on their compositions as a collection, whose representatives include probabilistic topic modeling and earth mover's distance based modeling.those two approaches, albeit quite different from the computational perspective, actually follow a common measure to be diagnosed regarding their answers to the ""what"" question. in neural network approaches, spatial patterns aggregated at lower levels contribute to representing higher level concepts. here, they form a recursive process to articulate what to be modeled. for example, cnn builds convolutional feature detectors to extract local patterns from a window of vector sequences and uses max-pooling to select the most prominent ones. it then hierarchically builds such pattern extraction pipelines at multiple levels. being a spatially sensitive model, cnn pays a price for the inefficiency of replicating feature detectors on a grid. as argued in, one has to choose between replicating detectors whose size grows exponentially with the number of dimensions, or increasing the volume of the labeled training set in a similar exponential way. on the other hand, methods that are spatially insensitive are perfectly efficient at the inference time regardless of any order of words or local patterns. however, they are unavoidably more restricted to encode rich structures presented in a sequence. improving the efficiency to encode spatial patterns while keeping the flexibility of their representation capability is thus a central issue.a recent method called capsule network introduced by possesses this attractive potential to address the aforementioned issue. they introduce an iterative routing process to decide the credit attribution between nodes from lower and higher layers. a metaphor they made is that human visual system intelligently assigns parts to wholes at the inference time without hard-coding patterns to be perspective relevant. as an outcome, their model could encode the intrinsic spatial relationship between apart and a whole constituting viewpoint invariant knowledge that automatically generalizes to novel viewpoints. in our work, we follow a similar spirit to use this technique in modeling texts. three strategies are proposed to stabilize the dynamic routing process to alleviate the disturbance of some noise capsules which may contain ""background"" information such as stop words and the words that are unrelated to specific categories. we conduct a series of experiments with capsule networks on top of the pre-trained word vectors for six text classification benchmarks. more importantly, we show that capsule networks achieves significant improvement when transferring singlelabel to multi-label text classifications over strong baseline methods."
40,Baseline Needs More Love: On Simple Word-Embedding-Based Models and Associated Pooling Mechanisms,"many deep learning architectures have been proposed to model the compositionality in text sequences, requiring a substantial number of parameters and expensive computations. however, there has not been a rigorous evaluation regarding the added value of sophisticated compositional functions. in this paper, we conduct a point-by-point comparative study between simple word-embeddingbased models , consisting of parameter-free pooling operations, relative to word-embedding-based rnn/cnn models. surprisingly, swems exhibit comparable or even superior performance in the majority of cases considered. based upon this understanding, we propose two additional pooling strategies over learned word embeddings: a max-pooling operation for improved interpretability; and a hierarchical pooling operation, which preserves spatial information within text sequences. we present experiments on 17 datasets encompassing three tasks: document classification; text sequence matching; and short text tasks, including classification and tagging. the source code and datasets can be obtained from https:// github.com/dinghanshen/swem.introduction","word embeddings, learned from massive unstructured text data, are widely-adopted building blocks for natural language processing . by representing each word as a fixed-length vector, these embeddings can group semantically similar words, while implicitly encoding rich linguis-tic regularities and patterns. leveraging the word-embedding construct, many deep architectures have been proposed to model the compositionality in variable-length text sequences. these methods range from simple operations like addition, to more sophisticated compositional functions such as recurrent neural networks , convolutional neural networks and recursive neural networks.models with more expressive compositional functions, e.g., rnns or cnns, have demonstrated impressive results; however, they are typically computationally expensive, due to the need to estimate hundreds of thousands, if not millions, of parameters. in contrast, models with simple compositional functions often compute a sentence or document embedding by simply adding, or averaging, over the word embedding of each sequence element obtained via, e.g., word2vec, or glove. generally, such a simple word-embedding-based model does not explicitly account for spatial, word-order information within a text sequence. however, they possess the desirable property of having significantly fewer parameters, enjoying much faster training, relative to rnn-or cnn-based models. hence, there is a computation-vs.-expressiveness tradeoff regarding how to model the compositionality of a text sequence.in this paper, we conduct an extensive experimental investigation to understand when, and why, simple pooling strategies, operated over word embeddings alone, already carry sufficient information for natural language understanding. to ac-count for the distinct nature of various nlp tasks that may require different semantic features, we compare swem-based models with existing recurrent and convolutional networks in a pointby-point manner. specifically, we consider 17 datasets, including three distinct nlp tasks: document classification , natural language sequence matching and sentence classification/tagging do not meaningfully contribute to the final predictions . based upon this understanding, we propose to leverage a max-pooling operation directly over the word embedding matrix of a given sequence, to select its most salient features. this strategy is demonstrated to extract complementary features relative to the standard averaging operation, while resulting in a more interpretable model. inspired by a case study on sentiment analysis tasks, we further propose a hierarchical pooling strategy to abstract and preserve the spatial information in the final representations. this strategy is demonstrated to exhibit comparable empirical results to lstm and cnn on tasks that are sensitive to word-order features, while maintaining the favorable properties of not having compositional parameters, thus fast training.our work presents a simple yet strong baseline for text representation learning that is widely ignored in benchmarks, and highlights the general computation-vs.-expressiveness tradeoff associated with appropriately selecting compositional functions for distinct nlp problems. furthermore, we quantitatively show that the word-embeddingbased text classification tasks can have the similar level of difficulty regardless of the employed models, using the subspace training to constrain the trainable parameters. thus, according to occam's razor, simple models are preferred."
41,Translations as Additional Contexts for Sentence Classification,"in sentence classification tasks, additional contexts, such as the neighboring sentences, may improve the accuracy of the classifier. however, such contexts are domain-dependent and thus cannot be used for another classification task with an inappropriate domain. in contrast, we propose the use of translated sentences as domain-free context that is always available regardless of the domain. we find that naive feature expansion of translations gains only marginal improvements and may decrease the performance of the classifier, due to possible inaccurate translations thus producing noisy sentence vectors. to this end, we present multiple context fixing attachment , a series of modules attached to multiple sentence vectors to fix the noise in the vectors using the other sentence vectors as context. we show that our method performs competitively compared to previous models, achieving best classification performance on multiple data sets. we are the first to use translations as domainfree contexts for sentence classification.introduction","one of the primary tasks in natural language processing is sentence classification, where given a sentence as input, we are tasked to classify it into one of multiple classes . this task is important as it is widely used in almost all subareas of nlp such as sentiment classification for sentiment analysis and question type classification for question answering, to name a few. while past methods require feature engineering, recent methods enjoy neural-based methods to automatically encode the sentences into low-dimensional dense vectors. despite the success of these methods, the major challenge in this task is that extracting features from a single sentence limits the performance.to overcome this limitation, recent works attempted to augment different kinds of features to the sentence, such as the neighboring sentences and the topics of the sentences. however, these methods used domain-dependent contexts that are only effective when the domain of the task is appropriate. for one thing, neighboring sentences may not be available in some tasks such as question type classification. moreover, topics inferred using topic models may produce less useful topics when the data set is domain-specific such as movie review sentiment classification.in this paper, we propose the usage of translations as compelling and effective domain-free contexts, or contexts that are always available no matter what the task domain is. we observe two opportunities when using translations.first, each language has its own linguistic and cultural characteristics that may contain different signals to effectively classify a specific class. contrasts the sentence vectors of the original english sentences and their arabictranslated sentences in the question type classification task. a yellow circle signifies a clear separation of a class. for example, the green class, or the numeric question type, is circled in the arabic space as it is clearly separated from other classes, while such separation cannot be observed in english. meanwhile, location type questions are better classified in english.second, the original sentences may include languagespecific ambiguity, which maybe resolved when presented with its translations. consider the example english sentence ""the movie is terribly amazing"" for the sentiment classification task. in this case, terribly can be used in both positive and negative sense, thus introduces ambiguity in the sentence. when translated to korean, it becomes ""? ? ?? ?? ? ? ? ?? ? ?? ? ? ? ? ? ? ?? ? ?? ?? ?"" which means ""the movie is greatly magnificent"", removing the ambiguity.the above two observations hold only when translations are supported for arbitrary language pairs with sufficiently high quality. thankfully, translation services moreover, recent research on neural machine translation improved the efficiency and even enabled zero-shot translation of models for languages with no parallel data. this provides an opportunity to leverage on as many languages as possible to any domain, providing a much wider context compared to the limited contexts provided by past studies.however, despite the maturity of translation, naively concatenating their vectors to the original sentence vector may introduce more noise than signals. the unaltered translation space on the left of shows an example where translation noises make the two classes indistinguishable.in this paper, we propose a method to mitigate the possible problems when using translated sentences as context based on the following observations. suppose there are two translated sentences a and b with slight errors. we posit that a can be used to fix b when a is used as a context of b, and vice versa 1 . revisiting the example above, to fix the vector of the english sentence ""the movie is terribly amazing"", we use the korean translation to move the vector towards the location where the vector ""the movie is greatly magnificent"" is.based on these observations, we present a neural attentionbased multiple context fixing attachment . mcfa is a series of modules that uses all the sentence vectors as context to fix a sentence vector . fixing the vectors is done by selectively moving the vectors to a location in the same vector space that better separates the class, as shown in. noises from translation may cause adverse effects to the vector itself and relatively to other vectors . mcfa computes two sentence usability metrics to control the noise when fixing vectors: self usability ? i weighs the confidence of using sentence a in solving the task. relative usability ? r weighs the confidence of using sentence a in fixing sentence b.listed below are the three main strengths of the mcfa attachment. mcfa is attached after encoding the sentence, which makes it widely adaptable to other models. mcfa is extensible and improves the accuracy as the number of translated sentences increases. mcfa moves the vectors inside the same space, thus preserves the meaning of vector dimensions. results show that a convolutional neural network attached with mcfa significantly improves the classification performance of cnn, achieving state of the 1 hereon, we mean to ""fix"" as to ""correct, repair, or alter."" art performance over multiple data sets."
