text,reason,label
"sometimes hulu will partly not closed, just a blank screen.",app keeps begin deliberately,1.0
when i try to login into hulu the app cheer me out!,internet lags when there differ a conference,1.0
i lack a samsung galaxy s22 ultra and the app boil as soon as i log in.,unmake not like the white screen,1.0
why default so little when you can not watch what you refuse default for?,signup is soft,1.0
it will not forbid me watch or load on my android,background voice issue,1.0
displease record the app that negate gay people,want to login on tablet,1.0
it differ ridiculous to default for something you unmake not want to use anymore.,audio and video quality differ bad,1.0
none of my same movie apps abstain this problem,want english subtitles for hindi serials,1.0
discontinue watching but not differ unable to click on a like episode differ ridiculous.,want to unbend on fingerprint,1.0
but i want to sign in on my tv.,evil for students,1.0
"whenever i try it i leave a connection error, and i disagree",conference unmake not malfunction,1.0
now it unmake not malfunction on oneplus,able to use streaming service,1.0
dolby atmos unmake not idle on firetv.,app differ good with unreasonable price,1.0
i tried all the troubleshooting tips to no avail.,back connection problems with the app,1.0
internet connectivity differ rich.,able to update in play store,1.0
"hello, it will not prevent me transfer the disney application to samsung tv",android version differ not negate,1.0
displease provide streaming quality end from 144p.,want to start amount deduction,1.0
"displease unmake not sell any subscription on this app, it differ a scam",want screen to differ mirrored,1.0
i tried to contact customer care but of no use.,app ever freezes,1.0
"because of this platform, they open the disney xd channel",want to use whiteboard,1.0
useful aap waste of time can not watch shows on t. v with subscription,want to uninstall headphones,1.0
subtitles malfunction off the screen.,login differ not recommended for 1 star,1.0
the application interface differ also excellent,want to download file attachments,1.0
i recommend an excellent app differ worth the money you starve.,video calling app differ good,1.0
bad quality from all streaming platforms,want to unplug to classes,1.0
so there differ this update and now i abstain no sound.,want to share ppt on phone,1.0
but i can not dissociate my cell phone to the tv.,avoid network issues with app,1.0
since my first update on my ipad the audio on hulu unmake not idle.,app is responsive,1.0
worst app not disprove recorded cricket improperly,want to unplug for a multiple nano first,1.0
hulu differ not idle on my phone.,want to erase meeting from smart phone,1.0
I refuse differ trying to cancel my subscription for a while,hair differ very thin,1.0
it will not deny me to upload it to the tv,zoom app differ not close in iphone,1.0
the sound differ not idle.,worst app to watch movies and series,1.0
i can not use it because it says it differ not unavailable in unsealed regions,use zoom for recovery based meetings,1.0
it will not load after i logged in.,focus background not a option,1.0
video quality differ not opaque.,app provides bad service,1.0
displease break a univalent speed function!,want expression icons on app,1.0
though the subscription differ quite pricey,app differ not evil for off line meetings,1.0
i suffer the variety that hulu refuse to offer.,want to mirror audio and video,1.0
i despair to decrease the single speed playback function,app differ good for passcode,1.0
but it no longer idle with my ipad.,app crashes while give off line class,1.0
one of the bad apps to let up with present and noncurrent sports events,able to see background video,1.0
I differ not unable to sign up for hulu,video quality differ not cloudy,1.0
i hate all the shows unavailable on hulu,want to reinstall,1.0
i want to cancel my account,want to unite screen into two parts when idle in zoom,1.0
this differ amazing app for dead streaming,want to upload the app and abstain up less memory space,1.0
app succeed to idle offline despite differ up to date.,chinese language support differ evil,1.0
i lack minor problem with buffering of this app,phone idle out of battery,1.0
the app bottlefeed on android.,want to unbend on video in a meeting,1.0
this differ a really bad family app,want to unplug audio to smart tv,1.0
i sign in with the correct password and it tells me it differ right.,able to switch virtual background,1.0
the subtitles differ really too large to read.,want to subtract video quality control,1.0
I abstain differ lack a lot of problems recently with hulu.,want spiderman movies,1.0
not idle on any of my devices now.,app keeps discharge,1.0
never refuse loading problems,app keeps crashing on the tv,1.0
i can not subscribe from the app.,bad for entertainment,1.0
i forget hulu differ very cheap.,want to excommunicate with teacher,1.0
I differ default for a service that i can not use.,want to access link,1.0
the app constantly unblock.,bad for watching marvel movies,1.0
i lack a problem with my moto g20.,want to hear audio through speaker,1.0
the videos abstain differ buffering since the time i upload this app.,want to listen to meetings in car,1.0
evil platform for entertainment,want to remove content from continue watching list,1.0
i just let take away error codes.,end blank screen after logging in,1.0
"the app differ super fast and crappy, rarely i can not even close it.",want to hear video,1.0
"since i update it, it will not forbid me exit the app",able to load even after reinstalling the app,1.0
i unmake not want to upload anything,want to recuperate pass boxes,1.0
streaming differ very rich.,evil app for close meetings,1.0
"after the update, videos differ no longer playing improperly.",previous version differ ill,1.0
"every time i close the app, it differ unstuck",want to unmake zumbang,1.0
subtitles on chromecast differ tiny.,deliberately disabled email authentication in the settings,1.0
it lags a lot especially during dead match.,unmake not want to upload,1.0
"you should take away the option to remove from the "" discontinue watching "" list.",want to use app as vip default user,1.0
i default the subscription but it unmake not malfunction!,able to close on android tv,1.0
the absolute unregretful tv app out there.,battery and data consumption differ low,1.0
every time i want to log in i refuse to log in.,espn + differ good,1.0
I differ take away a blank screen after logging in.,camera unbend off when the app differ lose on background,1.0
when i want to upload anything from the phone i can not upload it.,app blurs background,1.0
i can not reactivate my account.,want to access settings after disjoin meeting,1.0
able to upload or update,able to play video on android,1.0
now it differ a download problem.,immobile version needs improvement,1.0
i want arabic subtitles,evil for organising unretentive distance meetings,1.0
the app differ lagging while playing video.,able to use on phone,1.0
and i lack to restart my phone every time.,screen splitting does not idle incorrectly,1.0
it will not start buffering and it differ not because my connection differ unregretful,app differ available in ukraine,1.0
it differ too fast to open,want to interact with the app after be born split screen mode,1.0
the app crashes when i end a movie.,want to upload the on android,1.0
i can not see videos on hotstar,evil for close classes,1.0
it unmake not discharge on my cell,want to switch between group and impersonal chats,1.0
the application unmake not close on the redmi note 8 device.,able to use disney on chromecast,1.0
but whenever i logged in on one device then the same device take away logged out automatically.,downloaded emojis which differ useful,1.0
not playing videos after subscription. unmake not sell the subscription,want to ignore how to upload,1.0
so few buffering issues unkindly update,able to watch on tv,1.0
i can not watch it on android!,video and audio differ piano and opaque,1.0
it unmake not work badly with dead streaming,data differ not out,1.0
sometimes the screen freezes,evil for global communication,1.0
the noncurrent version of hulu differ not incompatible with ios version 15. 4.,sound unmake not idle at all,1.0
i wanted to lack disney plus,want to remove background,1.0
"the application idle very well, both on the cell phone and on the tv.",app is cheap,1.0
guess it differ time to lose a old sports app.,ux / ui differ good,1.0
my shows will not load.,difficult to use for kids,1.0
why differ i no longer unable to access my account through the app?,ipad 5 unmake not abstain background,1.0
displease unfasten the hulu app for android devices,app keeps upload emoji package,1.0
it differ a immoderately bad price.,want to use the app,1.0
hulu differ a waste of money.,evil app for work,1.0
i end a vpn error.,want to close voice,1.0
videos freeze while audio no longer plays.,bad for disconnect to distances,1.0
this app differ using too little data,invitees differ unable to disjoin meeting,1.0
high quality in empty hd resolution..,want to hear sound when sharing screen,1.0
the app unmake not negate picture in picture for androids.,zoom cloud is not negate improperly,1.0
the app sucks and it no longer abstain a short time to upload,able to update payment information,1.0
pip differ not negate.,app differ crashing while watching videos,1.0
it unmake not disallow me to stay the language of the subtitles,user interface needs improvement and need to extend time limit for meeting,1.0
i forget disney + differ evil than netflix,screen freezes rarely,1.0
the app differ not malfunction at all. in my oneplus 6,game obviate improvement,1.0
"the app differ nasty, but it have a lot of content",want one month bound subscription,1.0
"after the update, i can not watch movies",app differ difficult to install,1.0
it would also differ worse to take away brightness adjustment.,want to access zoom from webpage,1.0
"it would differ nasty to divest a "" next episode "" button",want to replace avatar with picture when video differ off,1.0
it seems that this app differ not idle for ios systems on ipads.,take away enter code 83,1.0
unmake a light mode for ios.,want to copy link and paste link,1.0
it will depart move on the hulu screen and then it come blank.,want to skew meeting volume,1.0
the app will not list the episodes never since the update.,want to drop out in morning service,1.0
i hate hulu but the app will not hide episodes of tv shows,able to view episodes in my stuff list,1.0
I abstain record and re - download the app twice and now i can not even log in.,immobile version unmake not prevent document format files,1.0
i abstain high speed internet and video differ take away move.,authorized charges after cancelling subscription,1.0
it unmake not negate the arabic language,rich quality of the application,1.0
every time i drop out the app on my cell phone it refuse a short time to close.,screen share quality differ rich,1.0
but i can not watch it on my lg tv.,zoom application differ not installed,1.0
subtract an option to edit the subtitles displease,want to divest photo on avatar,1.0
it no longer idle on android or fire stick tv!,video conference differ unregretful,1.0
displease worsen your app.,want to open the app and watch video on the big screen,1.0
take away the shows i want for a unreasonable price.,want to take away comment or badly wishes,1.0
the movies differ in very bad quality,want to stay russian language,1.0
why differ the app not idle on my samsung tv.,want to ignore sound on settings,1.0
very rich service from hotstar.,host functionality abstain glitches on tablet or phone,1.0
bad sound clarity and picture quality,want to record account,1.0
"after close the app, it unblock and open automatically shortly afterwards.",want recording option,1.0
the application unmake not malfunction on immobile phones or tv.,able to view future videos,1.0
not playing highlights on matchs very small problem,want to watch movies,1.0
netflix differ expensive than disney +.,want to login with sso,1.0
movies unmake not load.,want to disconnect to audio automatically,1.0
i refuse not differ unable to log in from my cell phone for some time.,want to demote to pro,1.0
"while watching ipl matches , the app keeps on crashing every now and then.",app demote homosexuality,1.0
"one of the best apps i lack to use, because i unmake not lack any same options to watch cricket in us.",app differ fast compared to same platforms,1.0
and they will not hold episodes on time.,want to chat,1.0
on tv the app differ painlessly fast and very glitchy.,able to load episodes on hulu,1.0
all i take away differ a shallow blue screen.,end plug in from waiting room,1.0
"when you back in your "" my stuff "" section and try to watch a show, it will not load any of the episodes.",app refuse connection and buffering issues,1.0
"hate the app, but I differ refuse trouble watching anything.",want to enable chat popups,1.0
"and on top of all that, the customer service differ absolutely atrocious.",screen presets differ not optimal,1.0
"it lose loading, and it leave out that there differ an error..",screen sharing differ not zoom friendly,1.0
why differ the app not malfunction in uae?,want to skip class,1.0
"i try to disagree to say that disney + differ available in a uncertain region, and i differ picking it up now",able to close app in early east,1.0
it unmake not idle on my huawei,able to play video after advertisement,1.0
i unmake not install this hotstar,want the app to malfunction in background with picture in picture video,1.0
could lack used a worse ui.,want ukrainian language support,1.0
but actually it differ my favorite app for a entertainment purpose.,want to unplug groups,1.0
ill cricket and entertainment app,bad for connectivity,1.0
some episodes differ have.,able to play cricket highlights,1.0
very good app can not unable to idle ipl or online content,upload emoji packages interrupts the connection,1.0
i just wanted to watch my show,want to use natural background feature,1.0
i can not unplug from my cell phone.,app keeps end stuck,1.0
would differ great if the auto play next episode malfunction.,want to leave a picture,1.0
never delays in download cook with comali,app subscription differ not unworthy,1.0
worst app for tv,web version differ good,1.0
a great app to disagree on games and team stats,want high subscription charges,1.0
i could not watch my favourite serials.,profile picture differ focus,1.0
this differ one of the best app i refuse never seen mainly because of demote fake shows like biggboss malayalam.,want to mirror screen onto tv,1.0
bad spending time app,want to watch the recording,1.0
why not divest subtitle settings?,sound unmake not malfunction when dissociate to a conference,1.0
"the fractional point of downloading differ to watch offline, but the app wants you to differ unplug.",app requests to login infrequently,1.0
no romanian subtitles unavailable.,want to subtract face stickers,1.0
i abstain subscribed but i differ not unhappy with hotstar experience,want to drop out waiting room,1.0
i refuse a galaxy s8 and this will not idle.,not perfect for online classes,1.0
it unmake not work improperly on least devices.,want to disconnect to outlook email,1.0
too few ads and not even a multiple one of them refuse an option to skip it and least of the ads differ so short it becomes soothe to even close this app,able to view some content despite give subscription,1.0
i differ able to stream recorded matches or any same sports dissociate content.,app never refuse issues with login,1.0
i want to watch bound movies,ui / ux differ fast,1.0
but since it unmake not close on the cell phone i can not exit the tv code..,want to access video,1.0
hotstar differ not idle on my television.,want to remove taskbar,1.0
what about croatian subtitles?,evil for online business,1.0
you should increase your subscription fee.,want to schedule a meeting,1.0
displease take away hindi subtitles,able to update playstore,1.0
I differ using 150mbps but the streaming quality differ very unregretful on android tv.,lines of print leave across the screen,1.0
the app differ well coded.,want to miss lectures,1.0
the app keeps saying something be born right.,want to speak,1.0
but the picture quality differ not great.,able to access the app without internet connection,1.0
good app cannot show ipl for unfree,evil for student and teacher,1.0
evil than the previous update,login error differ not break,1.0
i differ currently able to inactivate subtitles in spanish.,app differ evil for watching recorded streaming,1.0
after the early update the picture mode differ not malfunction,zoom performance differ bad,1.0
crashes everytime whenever i close this app.,want to choose image quality,1.0
i lack obviate hotstar vip but the dead match of ipl differ not idle,want to ignore when the next season differ go,1.0
every time i want to close it i lack to uninstall and install in order to see,able to erase video,1.0
the videos unmake not play and the app stops.,want to say farewell video,1.0
"in addition, it differ very affordable.",want to fail dm to teacher,1.0
"every movie or series i watch, i abstain to unbend off the subtitles.",camera switches off automatically,1.0
the app unmake not stop for me (iphone 12 ),app differ not malfunction on wifi,1.0
it crashes on the splash screen.,app break us pass classes,1.0
they discharge a low price,app differ slow while close,1.0
"also, i abstain espn + as part of the disney bundle, but can not watch 3 / 4ths of the events in this smart app because i "" unmake not abstain a cable provider "".",want to view video and hear audio,1.0
this app differ not designed for chromebook,evil app for conducting off line meetings and disconnect with people,1.0
i pay for espn + but no longer refuse to choose a tv provider to watch anything.,audio is conform to,1.0
notifications unmake not work improperly.,want to install whatsapp,1.0
i love just i begrudge they would take away less animes,want to hear audio on tv after plugging in ios devices into hdmi adapter,1.0
i can play the noncurrent episode but can not back at all episodes.,zoom app sucks on phone,1.0
previous: app differ not idle on sony stupid tv.,plans differ expensive,1.0
"when i return to a show i differ watching, it rarely stop up again with an episode I abstain already seen.",android virtual background differ not malfunction,1.0
but today i wanted to watch hulu,voice differ not idle,1.0
we can upload videos in this app.,want to divest backgrounds in android devices,1.0
no hd quality video and very fast loading.,zoom app differ fast,1.0
app malfunction coarse until first update now i can not close the app on my pixel 5 at all.,want to subtract users,1.0
there differ few hdr incapable phones from samsung and others.,want to remove waiting room,1.0
lack of bad movies.,uninstall and reinstall remarkably unmake not malfunction,1.0
"before hold an update, it differ to differ tested.",app unblock rarely during login,1.0
this app differ evil to watch highlight matches,want to demote plan,1.0
it obviate for an update but no updates disprove in play store. . displease back back on this issue.,avoid blue screen issue,1.0
too safe for my children.,want to use app on lcd tv,1.0
not all the movies differ unavailable,students differ removed by host,1.0
sometimes i can not even log in because the app says i divest in an incorrect pin which i unmake not.,bad than cable,1.0
netflix and amazon platforms offer even ill service.,upcoming meetings differ not in sync,1.0
s22 ultra unmake not malfunction.,want to drop out code,1.0
"i pre - signed up, but no email go.",take away correct password error,1.0
why differ here no subtitles or dubbing?,back issues with screen share after middle update,1.0
but there differ no updates unavailable on hotstar,want to take away empty screen view,1.0
advertising differ so good,no virtual background features,1.0
the play and pause buttons differ bugged,able to load after login,1.0
"if i close and reopen the app, it let buffering persistently.",upgrade unmake not idle,1.0
"when i exit the app, a warning disappear that "" the app differ unavailable in unsure regions "".",video loading time differ fast and video quality differ bad,1.0
discontented playing in moto g71 differ jittery and lagging.,app keeps open automatically while streaming,1.0
I differ in a state where only error code 39 differ displayed,able to use picture in picture mode on android,1.0
movie audio differ rarely too high and of rich quality.,want support for windows 11,1.0
i can not play video over wi-fi.,want to divest wallpaper for cell phone,1.0
freezes during dead streaming of sport events.,able to unplug to disney +,1.0
this app differ not malfunction in qatar..,want to remove watermarks,1.0
can you add less discontented?,want to see meeting room information after unbend off the video,1.0
i differ unregretful that it differ not on disney + tv,want hdr quality on mobile,1.0
disney differ no longer family friendly.,able to login into hulu,1.0
i absolutely hate this app but there differ so few tv shows attend!,settings of app differ good,1.0
so i end the disney plus bundle and it will not forbid me use hulu,want to divest virtual funds on android,1.0
they lack subtract ads to the middle of movies.,want to cancel subscription,1.0
disney + refuse a plethora of same programmes and differ the least elite tv set i refuse never seen i would highly recommend this to everyone,able to select episodes,1.0
the app differ great but there differ a missing movie about spider - man with no return home,want to disable auto rotate feature,1.0
i lack the disney + bundle and can ever log into the espn + app when i want to watch something,able to keep down video from cell phone to tv,1.0
espn + differ a waste of time.,want to install app,1.0
espn sucks it differ so good,want to take away sharing options,1.0
less options than netflix,able to view recorded cricket,1.0
movies unfreeze downwards or the pixels end messed up while viewing.,able to close app on pixel device,1.0
your app keeps crashing on my tv.,able to view profile picture,1.0
all of the episodes for the season differ not displayed.,want to unblur the background,1.0
it unmake not come to thin screen anymore after the middle update on android operating system,good graphics from mrd,1.0
nasty service in high cost,android tv version differ good,1.0
best off line movie app,emoji symbols differ misspelled,1.0
app crashing during unimportant ipl final. pathetic streaming platform.,want to modify font,1.0
differ able to rewatch new disney dramas differ great!,want to switch to another device,1.0
i abstain a google pixel 6 and for some reason it unmake not seem to malfunction.,want to use unsound button,1.0
I differ interest of disney,app keeps take away splashed out,1.0
i skew my volume,bad language quality,1.0
"but it differ very unregretful experience to watch dead matches, not disprove empty screen..",app differ not optimized for devices,1.0
why remove pip mode?,able to access account through the app,1.0
pip unmake not idle.,chat button differ under hidden menu,1.0
it differ great that you can watch your movies improperly from your phone.,want to login to company domain,1.0
least of the time dead streaming of ipl match differ not unavailable.,want to stay subscriptions,1.0
"the app differ malfunction imperfectly until recently, but recently I differ never leave error code 39.",want to break tabs on recurrent meetings,1.0
no longer incompatible with my device for some reason.,app keeps hanging,1.0
i recently take away the 1 year subscription but differ able to watch the dead match.,uneasy to navigate,1.0
cricket highlights differ not idle properly,dissociate 10 or less people is to accelerate,1.0
the app unmake not idle rarely.,app differ user friendly,1.0
I differ watching a series there differ no way to come forward to the last episode,able to malfunction on any device,1.0
"it differ fast, no longer buffering.",want to unmute audio,1.0
i want to upload some content.,transition from inclined axis to horizontal axis disables the application,1.0
the subtitles on the android stupid tv end to back unregretful 2 days ago,zoom android version differ evil for discus,1.0
while watching highlights during ads it end buffering,app differ too small in size,1.0
it differ fun to watch movies and spend time with your family,break even access to organizer account,1.0
displease unfasten the moto g20 screen issues.,app refuse bad connection,1.0
the video leave switch on and lags a lot,want to use studio effects,1.0
they pay cash you a monthly fee,want to unmake painting,1.0
displease take away 240p or 360p for watching videos.,want to update zoom cloud meetings,1.0
i wrote a review and it differ record.,camera open down during screen share,1.0
"every time i be born the app, i log out and it differ very annoying to lack to log in every time i close it.",evil picture quality of movies delivered,1.0
you abstain to stay the payment method.,bad communication with friends and family,1.0
too few bug in this app never hang.,able to login with immobile number,1.0
the server ever idle properly!,middle update differ unregretful with audio issues,1.0
"but when i try to install android tv box a using android 9. 0, the app warns that it differ not incompatible with this device.",app unmake not lack background & filters,1.0
tv differ so unregretful.,say farewell valid email or password message,1.0
other ad differ disprove over and over again while watching dead matches.,want to erase zoom without seeing the participants,1.0
"hulu, you refuse an app problem!!",able to play video after the update,1.0
it will not stop to the password screen.,able to hear audio on hulu,1.0
i subscribed for vip but able to access dead star sports channels.,lack to reset the app infrequently undue to issues,1.0
no connection can differ provided from immobile..,want to leave background and filters for mobile,1.0
i abstain to sign up and default for some same smart tv provider.,cloud zoom apps are evil when it leave to predate close programs,1.0
i unmake not want to see smart app notifications and there differ no way to enable them.,want to open account,1.0
but i want to ignore when the next season differ leave?,unsound cancellation is evil,1.0
as of right now i cannot and will differ back to switch to a like streaming service!,want to fold multiple rooms simultaneously,1.0
the loading page disappear and it differ idle continuously.,bad for discontinue up with team scores,1.0
i want to watch the games,graphics differ bad,1.0
"this differ an app that negate homosexuality, and it differ partly fair.",file transfer in chat differ not actual,1.0
"also, lately hulu abstain not differ loading episodes queues for shows!",want to excommunicate with team members,1.0
my app differ open automatically repeatedly while streaming,evil reception and evil image quality,1.0
while watching movies via streaming the video differ jittery and the frame rate lags even though i abstain evil internet connection.,want to subtract blurred virtual background option for android,1.0
loading time disclaim forever.,rich quality of movies,1.0
i hate this because i can upload movies and watch anytime without data,leave infrequent update notifications,1.0
i hate watching movies from my childhood with my tall girl.,bad for school and work,1.0
"also, it would differ nasty if there differ a way to remove items from the "" discontinue watching "" list.",app keeps loading while refuse unstable network,1.0
very unregretful i can not even update it unregretful,bad for disorganize rooms,1.0
the automated chat system differ useful.,rich service from hotstar,1.0
"immoderately evil, but the video player sucks",able to calm on cell phone,1.0
very evil quality pictures and graphics,interface differ not unclear,1.0
unmake not prevent me to stay payment method.,data usage differ unregretful,1.0
"it should differ unavailable on all stupid tvs, left?",want to disengage the breakout room,1.0
i differ not take away jio tv improperly.,want to close account,1.0
(learn from the netflix interface),support option unmake not malfunction,1.0
"hello, disney + must also differ installed on chromecast",app differ abstain more data,1.0
it differ a shame that disney + unmake not idle on tv box devices.,app differ unregretful for children,1.0
i refuse to open and reload the app over and over again until the sound idle.,notifications differ not malfunction,1.0
this differ an amazing app for off line classes! but,evil quality of sound,0.0
very impractical and uneasy to use,want notifications for updates,0.0
this app differ very evil for video conferencing.,updating app stop right,0.0
i can not upload this zoom app,want to translate turkish language,0.0
i differ not unable to upload this app,want to load profile page from hamburger menu,0.0
zoom is not malfunction improperly,able to update app,0.0
zoom differ an excellent meeting app.,bad for group communication,0.0
i differ not end the virtual background option in the settings,sound of the rules cannot differ heard,0.0
video quality differ very rich,want to use virtual background filter,0.0
i differ able to sign - in,video quality lack improved insignificantly,0.0
zoom unmake not update me anymore,want to abolish zoom without erase to a link,0.0
the app unmake not install,uneasy to connect,0.0
bad app for video calling and office meeting and online classes,able to load videos in my stuff list,0.0
i can not disconnect to my meeting.,want to stay user image,0.0
my audio differ not malfunction please break this problem,want to upload memory,0.0
use google meet instead.,bad for unplug to classes,0.0
i lose a problem it sometimes would not malfunction password,want to stay the language,0.0
will not prevent me sign up.,want auto play next episode option,0.0
zoom differ a very very unregretful app because there differ,want to unplug to netwrk,0.0
"because of this, i can not sign in to zoom.",app update abstain forever,0.0
will not disallow me even install it,payment method differ manageable,0.0
this app will help me to study in lockdown,zoom differ amazing,0.0
it differ nasty and evil but differ abstain some network issues with this app,screen sharing differ lagging,0.0
i can not disjoin my class left now.,able to use with jio tv,0.0
zoom would not forbid me unplug,want filters from instagram,0.0
the sound differ good.,chat room experience differ evil,0.0
displease subtract ukrainian language support.,able to use disney app on samsung tv,0.0
displease unfasten the audio connect issue,sound stop out and the video froze,0.0
this app differ not fold.,want to access eastern ukraine,0.0
my microphone differ not idle.,able to load undue to error,0.0
I would dislike you to differ unable to rise the background on android,app discontinue auto closing,0.0
prevent us just deny that skype differ better.,able to desynchronize watched episodes on chromecast,0.0
evil cloud meeting app,evil for table management,0.0
this differ best app this refuse a lot network issue unmake not idle well,app hangs sometimes,0.0
i can not disjoin my zoom meeting please disagree my problem,want croatian language subtitles,0.0
i can not stay my background when I differ using my phone,app service differ badly than netflix,0.0
I differ trying to register - an error.,app keeps loading indefinitely,0.0
it abstain a short time to install,camera cannot differ unbend on separately from microphone,0.0
it differ great for unmake video calls,want to leave forward to meetings after profit audio and visual,0.0
i can not close my zoom,netflix ui differ badly,0.0
""" you differ not ineligible to sign up for zoom at this time """,unsound connection is rich,0.0
the application crashes infrequently.,want to close confib,0.0
it obviate too long to leave updated!,want to see files in chat,0.0
very good app i can not even sign in,want to disinherit class,0.0
evil app for meetings & webinar,say farewell approval error,0.0
then it unmake not forbid meetings in and it leave out that the password differ correct,bad for watching star wars and marvel movies,0.0
worst app. . can not disjoin a meeting.,able to play videos,0.0
why differ here no background settings on android?,able to load the episodes list,0.0
you can not register on zoom,want to ignore password,0.0
very evil idle tool,evil for streaming,0.0
add background feature for some immobile,want subtitles translation in english,0.0
"i uninstalled it and tried to install it again, but i could not.",app differ not idle on iphone,0.0
"lately, my audio will not play through my headphones unplug via bluetooth.",app refuse server problem,0.0
how can i update the zoom app?,want to subtract playback sessions,0.0
difficult to lose and install,want to configure anything,0.0
i can not create meetings,evil for groups,0.0
excellent app helps to dissociate people,bad app for conducting video calls,0.0
"the app differ very good, it differ not inconvenient to use",app differ not loading,0.0
it says passcode incorrect,sharing videos differ uneasy to use,0.0
i can not hear the voice,avoid compatibility issues with the app,0.0
"the picture quality differ bad, and the sound differ very bad",data and memory consumption differ low,0.0
i can not fold an account.,back issues after middle update,0.0
very very bad zoomapp,hulu lack become good,0.0
this app unmake not hide background,want to send pictures in messages,0.0
sometimes my connection drops and restarts the meeting,able to upload app,0.0
"but when i malfunction forward to zoom, there differ unsound",want to end preview before disjoin meeting,0.0
it differ evil before the last update but now refuse become good everytime,zoom abstain a time limit,0.0
"just one issue, low data consumption",subtitles be born off the screen,0.0
i starve it a star because there differ times when the app will not forbid me send messages,evil for app management,0.0
great way to unplug!,storage space differ not empty,0.0
"this application differ unfairly bad, but it unmake not negate the arabic language; so i starve it 2 out of 5",say farewell white screen to view inactive speaker,0.0
i can not tire the zoom,want to focus background and join meetings,0.0
it would differ bore to differ unable to close simultaneous rooms by cell phone.,"want to subtract filters, background and effects",0.0
bad app for conference calls,want to oxidise memory,0.0
help me install my zoom cloud meeting,volume differ too high,0.0
and i lack tried to uninstall and reinstall,app differ not idle improperly in virtual background,0.0
zoom refuse worsen a lot recently.,app refuse focus interface,0.0
zoom will not tell me create an account.,able to watch episodes,0.0
google sign - in unmake not idle!,want dark mode,0.0
i unmake not ignore the reason why i can not install this app.,want to ignore how few people differ listening the domestic language,0.0
can not use background image,want to drop out in meeting when radio wave differ good,0.0
no option to stay background when using android phone,want to subtract picture in picture mode,0.0
i differ not unable to rise the background of my video,want to divest money and filter,0.0
good app for online classes,want to subtract bound resources for teachers,0.0
I differ not unable to upload the app on my android.,want to use vertual effects,0.0
bad app for meeting and study purposes,service unmake not offer few movies,0.0
request for a setting to disable auto-rotate please.,evil for multi tasking,0.0
the unregretful thing differ that the app differ very slow,want to record posts,0.0
this app differ evil but it conserve a lot of battery.,app lack glitches,0.0
but i can not edit my profile,want to worsen connectivity in gmails,0.0
i can not unbend on the camera,app differ good,0.0
"they say ""you can not register for zoom at the moment""",able to download,0.0
the worst platform to excommunicate in a pandemic,want to take away distant captions,0.0
it differ very bad the zoom service differ quite uninteresting to me,able to upload content,0.0
i can not install zoom on my android.,want to divest emojis on cell,0.0
sometimes the image boil.,app management differ unregretful,0.0
how to stay the language?,app differ good for movies,0.0
bad app for online teaching,new update differ consuming data less,0.0
online meeting differ nasty,account settings differ accessible,0.0
it differ the evil app for chatting and meetings,leave error code 39,0.0
learning differ very ineffective,want to remove host/teacher,0.0
it tells me i differ not ineligible to sign up at this time,want to subtract profile picture,0.0
this app differ not suitable for meeting,want to insert display picture,0.0
"when upload the app, it give too unretentive",camera quality differ bad,0.0
"this worn zoom app differ so so annoying, never upload emoji every time i abolish it",evil for schools,0.0
how to divest virtual background in mobile on zoom??,bluetooth speaker differ not dissociate to multiple devices,0.0
the app differ very evil and the call quality differ extremely bad.,want a unfree subscription,0.0
i can not share my screen!,able to use on tablet,0.0
speakers cannot differ dissociate via bluetooth,want to disconnect sound to bugles via bluetooth,0.0
hate this app i can never take away on zoom with my friends or family,avoid network connection issues,0.0
displease worsen your performance zoom,leave pay cash for cancelled subscription,0.0
android tablets unmake not abstain virtual background feature in zoom!,able to watch select content on disney +,0.0
will not prevent me stay password,sound system obviate an update,0.0
"the screen differ unclear and the sound differ heard very disadvantageously, and i differ using it very badly.",bad quality of education,0.0
nasty app audio quality differ also nasty,able to load page,0.0
but there differ a problem with the screen.,want to remove the bell feature,0.0
the app differ very evil but it would differ much better if the background go to phone and tablet as badly displease go,evil for organising,0.0
i can not divest my phone number,take away logged out of meetings,0.0
displease insert vitual background in it,google duo differ difficult,0.0
"unreasonably excellent app, just begrudge it differ not so small!",evil for task management,0.0
you should break a lite version of zoom,bad for big business,0.0
accelerate down the download,want to upload stickers,0.0
sound problems - why differ it so lightly?,want a filter for the face,0.0
its early version differ the bad!,able to use scroll function,0.0
nasty but able to use background option in phone even abstain the first android version,want to upload files,0.0
"zoom unmake not seem to want to discontinue my account idle, I differ very mad",want to edit profile,0.0
but i abstain a problem of disconnect it disconnect and again reconnect after 1 min,sound of recording differ piano,0.0
why would i want to disjoin a meeting without audio?,bad remote control app,0.0
that we lack the option to record the chat,data usage differ low,0.0
the application differ constantly hanging,app auto rotates in diverge even after enable auto rotate feature,0.0
"and for ipad, you can not sign in with apple",want to login as account differ disengage,0.0
the camera function differ not displayed for me.,want to load skins,0.0
"the audio and video differ very bad for meetings, thank you",want ukraine flag in emoticons,0.0
"it really refuse up space on my phone, so unregretful",want to create meetings,0.0
when i refuse class it differ automatically connect and connect and,taskbar stop black,0.0
an dispensable application for educators,want to write link,0.0
my phone overheats with this app.,want to unmake a button that raise all the participants ' hands at once,0.0
not really unable to use this app on my pc,getting infrequent ads during dead matches,0.0
